"id","question_id","domain","like_num","created_date","scrap_date","content"
71896355,70755219,"stackoverflow.com",0,"2022-04-16 21:11:57+03","2024-05-17 04:50:22.344557+03","I am gathering information to setup a stack for a serverless architecture I came across httpsserverlessstack com debug is said to be one of it main features you might wanna try it I will do in next months "
76947439,70755557,"stackoverflow.com",2,"2023-08-21 20:16:31+03","2024-05-17 04:50:23.2929+03","The error message says docker run failed Exited with code 1 were there more error message printed Make sure that docker is working on your system I needed to reboot after installing docker I think there was a permission problem with the SSH session that was running before change to docker group was made and then the next serverless deploy worked without a problem "
70757072,70755557,"stackoverflow.com",1,"2022-01-18 16:18:50+02","2024-05-17 04:50:23.294901+03","If you are using serverless framework to deploy based on the documentation when you want to install the serverlesspythonrequirements you have to use this line on the terminal first serverless plugin install n serverlesspythonrequirements This will automatically add the plugin to your projects package json and the plugins section of it is serverless yml You do not have to do this manually as you can make any mistake in the process "
70780135,70780069,"stackoverflow.com",1,"2022-01-20 04:55:51+02","2024-05-17 04:50:25.015273+03","It seems that you can configure a redirect on S3 itself Here is a link that shares at least 3 steps to do this To configure redirection rules for a static website To add redirection rules for a bucket that already has static website hosting enabled follow these steps Open the Amazon S3 console at httpsconsole aws amazon coms3 In the Buckets list choose the name of a bucket that you have configured as a static website Choose Properties Under Static website hosting choose Edit In Redirection rules box enter your redirection rules in JSON In the S3 console you describe the rules using JSON For JSON examples see Redirection rules examples Amazon S3 has a limitation of 50 routing rules per website configuration Recommending the layering of your automation by separating provisioning and application automation by using Terraform orand Cloud Formation for this "
70803515,70802848,"stackoverflow.com",1,"2022-01-21 17:14:29+02","2024-05-17 04:50:26.589528+03","Ok it was a careless mistake my connectToIndex returns an Algolia index and I have done the search using index search requests which implies client initIndex search requests But for searching you do not call initIndex instead you call the search method of the client directly I had correctly used this in express and somehow messed up inside the lambda Github issue"
70814735,70804311,"stackoverflow.com",3,"2022-01-22 18:16:48+02","2024-05-17 04:50:27.772189+03","It is hard to answer 100 without seeing your configuration but are you sure you have specified apiType http in your customDomain config section If not it defaults to rest Setting it to http should resolve your problem "
74157480,70804311,"stackoverflow.com",2,"2022-10-21 20:50:54+03","2024-05-17 04:50:27.77319+03","Since your complete serverless yml is not here I guess you are using the default one I had the same issue and here is my solution This is probably the customDomain conf in your yml file The only thing you need to do is add these two attributes to convert your domain from edge to regional Remember if you already have run the sls create_domain command with the previous serverless yml configuration you might face this error The reason for this error is that you have created an edge domain with the previous configuration and now the deployment wants to use it as a regional domain To solve this error just delete the domain with sls delete_domain and then rerun the sls create_domain command I will automatically create the new records for you "
76066814,70804311,"stackoverflow.com",0,"2023-04-20 20:32:58+03","2024-05-17 04:50:27.77519+03","Downgrading to 6 4 3 solves my problem "
77325590,70804311,"stackoverflow.com",0,"2023-10-19 19:30:16+03","2024-05-17 04:50:27.776262+03","I am using Python wsgi app and in my case this solved the issue without specifying http source httpswww serverless compluginsserverlesswsgi"
68522297,68513570,"stackoverflow.com",9,"2022-11-11 20:16:27+02","2024-05-17 04:50:28.594784+03","Updated November 2022 Use EventBridge Scheduler as it allows you to schedule events at specific datetime along with timezone Also supports onetime schedules Introducing Amazon EventBridge Scheduler AWS Blog Original July 2021 Either schedule another event to adjust the first event or execute the lambda at both 930 EST and 930 EDT and have the lambda figure out which one should run Run another lambda at 2am and 3am local time that can adjust the schedule of the first lambda for daylight saving time You can use the lambda languages implementation to decide whether the event needs to be adjusted You could also schedule your original lambda to run at both the daylightsavingadjusted and the nonadjusted time so 1430 UTC for EDT and 1330 UTC for EST Then the lambda could decide whether it was the proper time to execute based on a calendar check I prefer the first option because it is a clearer separation of duties "
68514144,68513570,"stackoverflow.com",5,"2021-07-25 01:09:31+03","2024-05-17 04:50:28.597784+03","Sadly you cannot do this as only UTC time zone is used All scheduled events use UTC time zone and the minimum precision for schedules is 1 minute You would need custom solution for what you want to do For example let AWS EventBridge trigger a lambda function and the function evaluates what else should be triggered based on its conversions of UTC to local times "
74848692,68513570,"stackoverflow.com",2,"2022-12-19 11:42:32+02","2024-05-17 04:50:28.598942+03","As can be read in another answer here this is possible using the EventBridge Scheduler In below example I am using CDK to schedule a lambda at 6 am and 8 am from Monday to Friday "
70835122,70807725,"stackoverflow.com",11,"2022-01-24 16:06:54+02","2024-05-17 04:50:29.592379+03","There is a slight change in variables resolution and in your case the best way to resolve it would be to use the following syntax for resolving the stage Alternatively you can use old syntax but provide explicit fallback value for stage I would recommend going with slsstage version "
71741095,70807725,"stackoverflow.com",6,"2022-04-04 20:06:51+03","2024-05-17 04:50:29.593379+03","Changing the way you are writing the stage from To Should do the work You can find the updated documentation in httpswww serverless comframeworkdocsprovidersawsguidevariables or running serverless print for a more detailed response of the problem "
76455158,70846549,"stackoverflow.com",0,"2023-06-12 12:15:07+03","2024-05-17 04:50:30.61853+03","Use serverlesspluginlogsubscription to automatically create subscription filters instead of adding cloudwatch events for each log group serverlesspluginlogsubscription"
70897917,70876546,"stackoverflow.com",2,"2022-01-28 19:37:22+02","2024-05-17 04:50:31.718479+03","it seems like you might be using a version of the Framework that does not support msk event definition It was added in 2 3 0 release httpsgithub comserverlessserverlessblobmasterCHANGELOG md23020200925"
70059614,70059531,"stackoverflow.com",2,"2021-11-22 02:00:34+02","2024-05-17 04:50:33.69845+03","The existingtrue flag only relates to S3 buckets created outside of your serverless project for buckets that already exist which is not the case here The situation you face is that you cannot use the typical serverless framework convenience of defining the bucket in the Lambda event trigger like this The reason that you cannot use that method is that it creates the photos bucket and does not allow you to supply additional bucket configuration e g CORS or bucket policy The solution to this is to create the S3 bucket in the S3 provider configuration with CORS policy and then refer to the bucket from your Lambda function event configuration For example"
70081496,70070354,"stackoverflow.com",1,"2021-11-23 18:16:28+02","2024-05-17 04:50:35.149368+03","Found the solution but it is my own mistake My lambda was actually within a VPC My original question before the edit did not show this Lambda in a VPC cannot talk with S3 buckets unless the VPC has an Endpoint Gateway that enables it to talk with any specifically referenced buckets I had previously created an Endpoint Gateway that let it talk with the initial bucket I created a while back but forgot to update the Endpoint Gateway to let it talk to the new bucket Leaving this answer here unless anyone else spends an entire day trying to fix something silly "
70070677,70070354,"stackoverflow.com",0,"2021-11-22 20:27:18+02","2024-05-17 04:50:35.151368+03","I think you are likely missing some permissions I often use s3Put on my serverless applications which may not be advisable since it is so broad Here is a minimum list of permissions required to upload an object I found here What minimum permissions should I set to give S3 file upload access"
70085154,70073044,"stackoverflow.com",1,"2021-11-23 19:20:31+02","2024-05-17 04:50:35.710435+03","For shared logic Lambda Layers are probably the best way to share code If you would like to dive in further there are several other options each with pros and cons Eric Johnson Sr Developer Advocate AWS gave a talk at a local meetup that covers this quite well It is based in SAM but he and I discuss the parallels available to Serverless Framework users as well You can find the video here"
70110386,70106678,"stackoverflow.com",1,"2021-11-25 13:34:27+02","2024-05-17 04:50:36.832951+03","If the feature is behind a flag you can set the NODE_OPTIONS env var which lambda supports If the feature is not on the AWSprovided node runtimes as of late 2021 v14 x is the highest version you can deploy a custom runtime or a Docker container "
70133914,70132116,"stackoverflow.com",1,"2021-11-27 12:25:24+02","2024-05-17 04:50:37.802429+03","To avoid crossreference errors and similar ones I recommend converting model definitions to functions and registering models and associations in the same one module see this answer and the question"
70176198,70158096,"stackoverflow.com",7,"2021-11-30 23:18:37+02","2024-05-17 04:50:38.879397+03","The issue ended up being that the secret in AWS Secrets Manager was in the wrong region adding it to the correct region fixed the problem "
70190894,70171372,"stackoverflow.com",0,"2021-12-01 22:34:55+02","2024-05-17 04:50:39.984711+03","there is a plugin called safeguardsplugin that might be useful for you httpsgithub comserverlesssafeguardsplugin"
70867460,70192606,"stackoverflow.com",1,"2022-01-26 19:09:07+02","2024-05-17 04:50:40.716453+03","We ran into a similar issue with serverlesspythonrequirements recently For us it was caused by a deployment where serverless did not recognize the requirements correctly for one function and tried to unzip an empty requirements zip file as a result The failing line unzip_requirements pyL22 Therefore I would recommend trying out the following Use pandas as a layer instead e g by using a public pandas layer or creating you own one following the plugin instructions for layers e g or if the requirements are small enough then try the unzipped version This solved it for us with serverless version 2 69 0 I also heard that potentially downgrading to serverless 1 83 addressed a similar issue in the past but could not verify that so far Good luck"
70238699,70225389,"stackoverflow.com",0,"2021-12-05 23:27:49+02","2024-05-17 04:50:41.74105+03","Is it possible to generate the SDK and include it in the project or maybe some random bucket automatically with CDK Based on the documentation you can generate the SDK two ways Through the AWS console or using AWS CLI Reference httpsdocs aws amazon comapigatewaylatestdeveloperguidehowtogeneratesdk html You could write a script that generates the SDK using AWS CLI and upload it to the website folder or bucket Are there some best practices regarding the provisioning of such a Infrastructure in an automated way using a CICD Pipeline This is a very general question This article talks about Best practices using CDK httpsaws amazon comblogsdevopsbestpracticesfordevelopingcloudapplicationswithawscdk awssamples Github repo is also useful and includes samples like this one httpsgithub comawssamplesawsserverlessappsamcdk"
70243090,70225389,"stackoverflow.com",0,"2021-12-06 11:09:12+02","2024-05-17 04:50:41.743051+03","Add a Custom Resource to your CDK stack As the CloudFormation docs say Custom resources enable you to write custom provisioning logic that AWS CloudFormation runs anytime you create update if you changed the custom resource or delete stacks In other words you can natively extract the API client SDKs to a bucket each time the stacks API definition changes You define a lambda that uses the apigateway and s3 SDK clients to generate the API client zip output and saves it to a bucket You then integrate this into the stack lifecycle events with custom resource logic CloudFormation handles calling the lambda on createupdatedelete and the responses Note the term Custom Resource can be confusing Yes they can help fill in CDKCloudFormations gaps to actually create infrastructure resources using API calls But a CustomResource does not have to create any infrastructure at all They are used for lookups running tests and seeding initial data What you can do is up to your lambda awscdksamples has an example of a custom resource implementation Here is a skeleton of the custom resource plumbing for your use case Custom Resources are fiddly to set up But they are wellsupported in the CDK and an elegant way to keep provisioning logic in the same place as your infrastructure code "
70250753,70244709,"stackoverflow.com",1,"2021-12-06 21:15:46+02","2024-05-17 04:50:42.812456+03","If you are not using a monolambda API pattern then I suggest grouping files by function which in this case is the first option you listed along with specifying individual function packaging with in your serverless yml template This ensures that only the code needed by a specific REST resource is included in that function If you want to learn more about the tradeoffs and differences of a monolambda API vs a singlefunction API you can read my post "
70371530,70297377,"stackoverflow.com",1,"2021-12-16 01:26:22+02","2024-05-17 04:50:44.694974+03","The way your events http is configured looks wrong Try replacing it with This might be helpful as well httpsgithub comserverlessexamples I also found this blog useful Build a serverless API with Amazon Lambda and API Gateway"
70372041,70297377,"stackoverflow.com",0,"2021-12-16 02:47:33+02","2024-05-17 04:50:44.695974+03","The way your event is configured looks right Just add a forward slash to your endpoint GET rlambdahello to suppress the warning is not related to the issue at all I tested your serverless yml with the hello world template without the Docker image and it generated the APIs accordingly on the first run but did not output API endpoints on subsequent builds Please make sure you are in the correct AWS Region euwest1 Additionally you can access AWS CloudFormation Stacks rlambdadev Resources to locate AWSApiGatewayRestApi AWSApiGatewayResource AWSApiGatewayMethod and AWSApiGatewayDeployment "
70380369,70297377,"stackoverflow.com",0,"2021-12-16 16:06:12+02","2024-05-17 04:50:44.6983+03"," wanted to post this as a comment but comments do not allow code blocks Your code looks fine I tried a similar setup Which outputs On which version of serverless are you Have you tried using the latest version"
70307988,70298147,"stackoverflow.com",2,"2021-12-10 18:59:40+02","2024-05-17 04:50:45.65819+03","To seed DynamoDB data postcreate with the Serverless Framework you need two things Which triggering option is best depends on your use case There are several options here are two PutItem writes a single record optionally with a condition to prevent overwriting BatchWriteItem puts several items at once but without a conditional check The serverlessdynamodbseed plugin warns about possible overwrites because it calls BatchWriteItem under the hood "
77161378,70302107,"stackoverflow.com",2,"2023-09-23 04:48:49+03","2024-05-17 04:50:46.745299+03","This is a weird issue which I also faced when moving to Lambda layers To fix this as a workaround This steps may look weird but it worked for me"
70305710,70304661,"stackoverflow.com",2,"2021-12-10 16:05:38+02","2024-05-17 04:50:47.722591+03","No you cannot Because the wildcard asterisk character is a valid character that can be used in object key names Amazon S3 literally interprets the asterisk as a prefix or suffix filter You cannot use the wildcard character to represent multiple characters for the prefix or suffix object key name filter You have to register all prefix value strings to the S3 event For you case it will look like this"
69475552,69386274,"stackoverflow.com",3,"2021-10-07 07:38:50+03","2024-05-17 04:50:51.296606+03","Together with the very helpful support from the serverless team I was able to resolve the issue The reason for the issue actually was an outdated serverless version which I was not aware of Usually I use yarn upgrade to upgrade all of my packages regularly But in this case there was a dependency which forced serverless to stay on an outdated version Only after proactively forcing serverless to upgrade to the latest version using yarn upgrade [email protected] and then afterwards calling once more yarn upgrade to also make the dependent packages based upon the new serverless version I was able to upgrade serverless and its dependencies After that I deployed my services again and the error described above disappeared when calling my functions remotely I hope this also will help someone else who comes across this issue "
69395329,69393069,"stackoverflow.com",1,"2021-09-30 18:52:19+03","2024-05-17 04:50:52.397794+03","In your API Gateway Response resource declared as CloudFormation you have misindented the ResponseType attribute It should be inside the Properties block The error is The CloudFormation template is invalid Invalid template resource property ResponseType which tipped me off This should work You can review the rest of the documentation for this here"
70862679,69393069,"stackoverflow.com",0,"2022-01-26 13:24:53+02","2024-05-17 04:50:52.399794+03","Actual error is This means you tried to delete your lambda function or the entire application and it failed at some point maybe you had a nonempty bucket or something like that you can check this in the console under the CloudFormation section search for DELETE_FAILED event for this lambda and it will tell you what is wrong Serverless will not deploy if application is in this state so you have no option but to find what made it fail Once you solve it you will be able to redeploy "
69417144,69407838,"stackoverflow.com",0,"2021-10-02 16:01:17+03","2024-05-17 04:50:52.954547+03","Unfortunately it is simply not supported by both of those Consider creating a PR to add this feature to the plugin or Serverless Framework itself I believe adding it to Serverless Framework would be great as this feature is really useful and also the plugin might be abandoned soon since Serverless Framework provides almost the same features with native useDotEnv true switch If you need this feature quickly you could always clone the plugin repository add the feature and then use the plugin from your own copy You can find out more details in the documentation search for httpswww serverless comframeworkdocsprovidersawsguideplugins"
69420786,69407838,"stackoverflow.com",0,"2021-10-03 01:41:27+03","2024-05-17 04:50:52.956546+03","Could you name each env file a combination of envregion and then use that Ex Then you could deploy with NODE_ENVuseast1 prod which would give you region env specific dotenv files "
72795120,69416876,"stackoverflow.com",0,"2022-06-29 05:26:08+03","2024-05-17 04:50:53.865452+03","I am in the same place as you Here I would like to leave you some repos links to see if they can help you achieve what you need As far as I know the Cognito part is not too much complicated But for the RDS Mysql database you need to play with VPC subnets and security groups Wich I am learning also httpsgithub comtux86nestjsserverlessboilerplate httpsgithub comrevstarconsultingserverlessawsnodejsandrds httpsgithub comxeusteerapatecommlyapi httpsgithub comAnomalyInnovationsserverlesstypescriptstarter httpsgithub comandrenbrandaoserverlesstypescriptboilerplate I hope some of this links or maybe the fussion between them and their resources Help you achive you goal I am playing with them and so far it is been an amazing learning journey besides I could not found yet a proper AWS RDS Mysql configuration Edit for one post I liked and I took as an example also httpsmontecha comblogcreatinganrdsproxyusingserverlessframework"
69424606,69423637,"stackoverflow.com",2,"2021-10-03 14:55:03+03","2024-05-17 04:50:54.822024+03","Somewhere somehow an IAM policy got put into effect explicitly denying you or perhaps anyone the ability to delete this lambda If you have complete control over your account log in with your root user and check what policies are on that lambda Theoretically your root user can also delete it but if it cannot then open up a support ticket to have someone with AWS Root access help you delete it I have done this in the past and bricked an S3 bucket so it could not even access itself "
69530480,69423637,"stackoverflow.com",1,"2021-10-11 20:48:11+03","2024-05-17 04:50:54.82402+03","Same happened to me In my case my account was hacked I got it back talking to AWS support but then it was found suspicious and got blocked automated deployments with IAM roles were failing manually deleting lambda functions with root user account was not allowed so I contacted AWS support again told them that I have got my account back and secured with new login info and asked them to unblock my activities couple hours later everything got back to normal"
70925318,69435456,"stackoverflow.com",1,"2022-01-31 13:37:56+02","2024-05-17 04:50:56.913714+03","I resolved this by creating ensuring that the webpack output has a libraryTarget of commonjs2 Create or edit a webpack config js file in the root of the project with the following content ensuring that we set the libraryTarget to commonjs2 In my serverless yml I have the following defined for my lambda function Please note that main js handler should be changed if your entrypointfunction is different For example if it was entrypoint this string would be distappsexamplemain js entrypoint"
72192067,69435456,"stackoverflow.com",0,"2022-05-10 23:13:49+03","2024-05-17 04:50:56.915339+03","I found the solution for the same problem but with serverlessplugintypescript with nx workspace there is all about tsconfig with module commonjs and then I see in build folder"
76371810,69435456,"stackoverflow.com",0,"2023-05-31 12:02:54+03","2024-05-17 04:50:56.916336+03","Since a lot of people are having the same issue and I could not find a good solution here is a solution that works Simply replace the exports handler with module exports handler in the compiled main js file This is how you simply do it using sed in your build process inside package json Note that there is specific command for MacOS since it has a different sed implementation for some reason "
69446793,69446696,"stackoverflow.com",1,"2021-10-05 11:01:33+03","2024-05-17 04:50:59.722335+03","Typically request validation is only really useful for POST requests that send a body formatted in sme way such as JSON A GET request typically just passes and id within the URL The path property as a part of the serverless yml configuration woudl validate the path and id value on its own with no additional work necessary as there is no body to validate An example of a configuration I mean In this case if there is any path other than getforany with a value of some type to match param at the end as well it will not trigger the Lambda so it is fully validated already"
69503285,69461997,"stackoverflow.com",2,"2021-10-09 05:27:16+03","2024-05-17 04:51:00.672953+03","I solved it using this using awsactionsconfigureawscredentials github actions as it sets temporary access key and id to environment Hence no need of creating aws programmticv keys from here on Note latest update of github OIDC has changed its domain name httpstoken actions githubusercontent com"
69468350,69463434,"stackoverflow.com",0,"2021-10-06 18:15:11+03","2024-05-17 04:51:01.802261+03","In effect you have created a circular dependency Stage is special because it is needed to identify which env file to load envstage is being resolved from stage env but Serverless needs to know what stage is in order to find stage env etc This is why it is evaluated first Stage and region actually are both optional CLI parameters In your serverless yml file what you are setting is a default with the CLI parameter overriding it where different Example Running serverless deploy stage prod region uswest2 will result in prod and uswest2 being used for stage and region respectively for that deployment I would suggest removing any variable interpolation for stage and instead setting a default and overriding via CLI when needed Then dotenv will know which environment file to use and complete the rest of the template "
69587368,69468888,"stackoverflow.com",0,"2021-10-15 18:47:59+03","2024-05-17 04:51:02.719181+03","When you do not make a custom setting for Postgresql by default the sql queries should be like this There are two options or you should specify the table names in all your laravel model files as below or you should connect to rds postgresql via terminal and set the following postgresql schemas"
69498962,69497431,"stackoverflow.com",0,"2021-10-08 19:21:43+03","2024-05-17 04:51:04.464382+03","Related issue"
68932299,68862938,"stackoverflow.com",1,"2021-08-26 06:53:07+03","2024-05-17 04:51:06.508113+03","If you want to run it by entering a command like below you must first install serverless and the serverless plugins you use globally for example and run"
68932266,68891382,"stackoverflow.com",2,"2021-08-26 06:47:35+03","2024-05-17 04:51:07.499406+03","You may be getting this error if you execlude the directory where the layer is running through the plugins you use or in another part of the yml file Maybe editing it this way will solve the problem this link has an explanation about it"
68936294,68935560,"stackoverflow.com",15,"2021-08-26 12:51:32+03","2024-05-17 04:51:08.975253+03","Its not possible to rename a stack You have to delete it and create new one with the name you want "
74686352,68935560,"stackoverflow.com",5,"2022-12-05 12:00:37+02","2024-05-17 04:51:08.976253+03","No longer the case as of 2022 it looks as though you can retain stack resources whilst deleting the stack containing then and import those resources into a new stack tldr I have not done this just reading the docs httpsaws amazon comblogsinfrastructureandautomationkeepyourawsresourceswhenyourenameanawscloudformationstack"
69004299,68935560,"stackoverflow.com",1,"2021-08-31 22:21:45+03","2024-05-17 04:51:08.977327+03","For most resources changing the logical name of a resource is equivalent to deleting that resource and replacing it with a new one Any other resources that depend on the renamed resource also need to be updated and might cause to be replaced Other resources require you to update a property not just the logical name in order to initiate an update So Logically you have to delete the stack and create a new one as you want You can check out this link AWS Official Doc"
76878809,68935560,"stackoverflow.com",0,"2023-08-10 22:33:54+03","2024-05-17 04:51:08.978872+03","Note AWS CloudFormation only supports one level of nesting using resource import This means that you cannot import a stack into a child stack or import a stack that has children httpsdocs aws amazon comAWSCloudFormationlatestUserGuideresourceimport html"
72736261,68941817,"stackoverflow.com",0,"2022-06-23 23:33:35+03","2024-05-17 04:51:10.101241+03","Ended up writing a plugin that updates version on sls deploy httpswww npmjs compackageserverlessssmversiontracker"
68951337,68950864,"stackoverflow.com",1,"2021-08-27 12:46:16+03","2024-05-17 04:51:11.055062+03","I cannot say I understand the question completely but I will give it a shot I assume you mean that a single microservice is a separate API with it is own subdomain e g service1 yourdomain com service2 yourdomain com etc And you try to locally test this on your machine using serverless offline While I do not know how that would work on subdomain level there is a path based option it seems As mentioned here there is also a plugin that internally routes requests based on their path as well It seems to basically put a proxy in front of the other apis and forwards to the correct port httpsgithub comedisslsmultigateways Full medium article here httpsaws plainenglish iorunmultipleserverlessapplicationsd8b38ef04f37 And having said that it is always possible to set up a proxy yourself using docker that forwards the requests to services running on different ports based on hostname or path "
68953592,68950864,"stackoverflow.com",1,"2021-08-30 12:42:20+03","2024-05-17 04:51:11.057481+03","The slsmultigateways package runs multiple API gateways If you have multiple services and want to run than locally at the same time you can add the package But that is not a complete solution as ultimately you probably want the backend to be accessible on a single host That means you are adding a dependency and it gets you halfway When you try to run multiple gateways locally without this package you get error stating that the port 3002 is already being used That is because the serverless offline plugin has 3002 assigned as the default port for lambda functions Since we are trying to run multiple services the first service will hog the 3002 and the rest will fail to start To fix this you have to tell serverless offline which ports it should use for deploying lambda functions for each service by specifying the lambdaPort in serverless yml files for your services This can be done like So for each service the port will be 400n and the lambda port will be 4n00 This pattern is safe if you have less than 100 lambda functions in your service Looks like you just need to assign a port to support manual lambda invocations Now you can run all the services parallelly using concurrently We are now where we would be with slsmultigateways Next what we need is a proxy I used the createHttpProxy middleware with express But you can setup any depending on your project Here is what the code for proxy service looks like"
68971697,68955812,"stackoverflow.com",4,"2021-08-29 12:48:01+03","2024-05-17 04:51:12.109519+03","Found The problem was due to conflict with Serverless framework As described in httpsdocs sentry ioplatformsjavascriptguidesnextjsmanualsetup I just added useServerlessTraceTarget true to serverless yml "
68957517,68955812,"stackoverflow.com",1,"2021-08-27 20:45:21+03","2024-05-17 04:51:12.111185+03","Check the next config js file in the project root folder According to this guide some changes are needed there and maybe the wizard got it wrong httpsdocs sentry ioplatformsjavascriptguidesnextjsmanualsetup Post the file contents here for more help if needed "
69343922,68985606,"stackoverflow.com",3,"2022-08-16 10:32:37+03","2024-05-17 04:51:13.241467+03","Without knowing the details from the CloudWatch logs 20210830[LATEST]4f4f9ec564544ebb979576ed1b6b2879 RequestId 317ecd1cb699479980605168e1947e3c I would say that in your AWS account there is already a S3 event with the prefix selfcustom path_prefix and the suffix json on that bucket It may be that it is there because of a previous or other serverless stack or that somebody created it manually and has not deleted it Can you please check through the AWS console that there are no other events on S3 with the same configuration"
69008001,69007365,"stackoverflow.com",1,"2021-09-01 07:58:00+03","2024-05-17 04:51:14.3237+03","Yes they are abstraction however serverless allows you to granularize more "
69013596,69012620,"stackoverflow.com",0,"2021-09-01 17:49:51+03","2024-05-17 04:51:15.165479+03","When you use serverless framework cli to build your stack a new folder get created serverless with generated Cloudformation tamplates try to run this CLI command or both works The Cloudformation templates will be in JSON "
69106733,69043591,"stackoverflow.com",0,"2021-09-08 19:31:01+03","2024-05-17 04:51:15.729546+03","You can specify custom endpoints when using aws services httpsdocs aws amazon comsdkforjavascriptv2developerguidespecifyingendpoints html"
69152751,69043591,"stackoverflow.com",0,"2021-09-12 18:27:17+03","2024-05-17 04:51:15.73075+03","The understanding I have here is different the endpoints or endpointFile configurations in serverless yml file are to inform Serverless to connect and deploylook for resources such as API Gateway S3 SNS SQS DynamoDB CloudWatch Event CloudWatch Log CloudFront IAM in your localstack List of AWS resources serverless deals with This configuration is not related to the code written inside the Lambda deployed by serverless If your lambda is accessing secrets from secret manager with get_secret Python SDK after making a connection to secret manager service you can define a custom endpoint to your localstack and get secrets from there Similarly if you are trying to connect to any resource such as S3 or SSM in your code written inside the lambda it will connect to default AWS based endpoint until you mention a custom endpoint while making connection AWS SDKs have a default behaviour to connect to AWS endpoints Serverless will consider your endpoint configurations while deployments You can have a localstack S3 bucket based trigger to your local lambda setup with localstack endpoint configurations I created a basic deployment on my local and my configurations are dockercompose yml mostly as yours You can create some secrets on your localstack and try to list them with lambda You can install awslocal for ease handler py serverless yml localstack_endpoints you can mention these under endpoints too "
67260505,67259949,"stackoverflow.com",0,"2021-04-26 06:31:24+03","2024-05-17 04:51:53.469817+03","these days iamRoleStatements are deprecated instead use I am docs for reference example fine grained policies for writing to bucket which needs listing and put permission without join"
69956681,69043735,"stackoverflow.com",0,"2022-03-28 21:23:03+03","2024-05-17 04:51:16.767819+03","Middy does not have a core middleware for routing because this pattern goes against security best practices ie least privilege In your case the GET user endpoint would have permission to add a user if there was such a vulnerability I would recommend having a lambda for each endpoint Each endpoint could import from the same file This ensures each endpoint can have its own IAM role and input validation However if you must use the same lambda you could setup API Gateway to have different path point to the same lambda Then you could use event requestContext to create a simple router to meet your needs Edit As of v3 Middy now contains middyhttprouter which supports routing within a lambda This is to cover the ALB use case "
69073565,69050618,"stackoverflow.com",1,"2021-09-06 14:09:53+03","2024-05-17 04:51:17.626988+03","you can create the acl via the aws console or using cloudformation in both cases to associate it in your project you can use serverlessassociatewaf in the resources section you could also declare the acl cloudformation and associate it to the api gateway generated by serverless using the AWSWAFv2WebACLAssociation resource type if you decide to declare the acl cloudformation in the resources section you can use the stage variable e g devprod to decide when to associate it with your api resource"
69082269,69066223,"stackoverflow.com",2,"2021-09-07 07:02:27+03","2024-05-17 04:51:18.682071+03","This can be achieved using the serverless ifelse plugin httpswww serverless compluginsserverlesspluginifelse You can use the plugin by adding them to your plugin section of the serverless yml and set up conditions to update values in the serverless yml for the functions and exclude them The include option is not available so your condition would be something like "
69073683,69066223,"stackoverflow.com",1,"2021-09-06 14:19:28+03","2024-05-17 04:51:18.684073+03","if you check the serverless yml reference there is no support for conditions key in the lambda Serverless Framework definitions ARE NOT a 11 to CloudFormation you can override the AWS CloudFormation resource generated by Serverless to apply your own options link here which more or less would look like this make sure to double check the name generated to your function the above StartXtractUniversalInstanceFunction could be wrong"
68276272,68275083,"stackoverflow.com",0,"2021-07-07 20:28:06+03","2024-05-17 04:51:22.200903+03","Figured it out First How to use cdk output variables in serverless yml Export them into a file and in serverless yml you can reference it like so Second serverless is setup such that you have to pass userPoolName not userPoolId So I had to generate userpool name and output it Third to avoid AccessDeniedException when calling lambda as a trigger you need to add the following to your resources"
68613032,68276674,"stackoverflow.com",29,"2023-03-30 16:32:49+03","2024-05-17 04:51:22.220907+03","Vercel imposes some limits when using their platform This includes a serverless function execution timeout which is basically the amount of time that a serverless function is allowed to process an HTTP request before it must respond If you need a longer execution timeout you can try using Edge functions They have to return a response in 30 seconds but can stream indefinitely Recently they have silently reduced the serverless function execution timeout from 10s for the hobby plan 60s for the pro plan and 1000s for the enterprise plan to respectively 5s 15s and 30s This might be the reason why you are experiencing this error now I really did not like the fact that they lowered these limits without warning their users I was not warned at least and giving them time to adjust "
73637012,68276674,"stackoverflow.com",8,"2022-09-07 17:14:14+03","2024-05-17 04:51:22.223908+03","As of 7 September 2022 the Hobby plan on Vercel supports Serverless Function Execution Timeout for 10 seconds Pro for 60 seconds Enterprise for 900 seconds Here is a link to their pricing plans httpsvercel compricing"
77370476,68276674,"stackoverflow.com",4,"2023-10-27 00:51:48+03","2024-05-17 04:51:22.224908+03","For anyone landing here from Google you can now configure Vercel Functions to run for up to 5 minutes httpsvercel comchangelogserverlessfunctionscannowrunupto5minutes"
76445894,68276674,"stackoverflow.com",3,"2023-06-10 13:50:40+03","2024-05-17 04:51:22.226216+03","Check if setting region using vercel json will help Deployment regions httpsvercel comdocsconceptsedgenetworkregions"
68332330,68283172,"stackoverflow.com",1,"2021-07-11 02:47:06+03","2024-05-17 04:51:23.056961+03","You can reference ID of you account using awsaccountId This is described in Referencing AWSspecific variables part of Serverless Variables documentation When resolving variables with JavaScript function it receives an object as a parameter with a function called resolveVariable which can be used to resolve provided variable string See here Looking at your code I suspect you are using deprecated resolver not supporting this feature You must upgrade by declaring variablesResolutionMode 20210326 in service section of your YAML Function may also access configuration properties through variable resolution process Full example"
